lon,lat,alt,minute,hour,day,month,year,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta,eta_mc_sigma
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      269.0283,        7.3304,      281.1768,        0.1859,     1349.4927,        0.0489,    65310.7854,        2.3004,       21.7627,        6.9136,        6.9226,  279.1897,0.215168,  7.1777E-06
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      271.4429,        8.3024,      295.5873,        0.1225,     1262.9038,        0.0831,    62320.5424,        2.1813,       20.1732,       -2.4488,      -11.0713,  280.6737,0.213981,  8.3611E-06
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      316.6543,        3.4021,      307.9234,        0.0719,     1351.1850,        0.0807,    97997.7803,        2.4693,       21.4195,       -2.1578,      -25.5189,  344.9853,0.162532,  5.5027E-06
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      304.2990,        1.8469,      179.9555,        0.9590,      932.0937,        0.8893,   101053.2351,        1.0301,       16.6643,        0.2270,       -1.0579,  306.5264,0.193299,  2.4900E-06
      151.2100,      -33.8700,       39.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      293.8062,        3.2686,      116.6365,        0.5056,      839.3182,        0.3262,    99482.3466,        1.7622,       58.0804,       -4.6587,       23.1340,  293.8062,0.203475,  3.9025E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      299.8238,        3.7626,      153.1078,        0.4475,     1151.4687,        0.1722,    98738.0119,        3.2241,       24.4457,        3.4504,      -14.7713,  319.3281,0.183058,  5.7525E-06
      151.2100,      -33.8700,       39.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      287.0513,        4.3086,      101.9142,        0.4860,      845.5736,        0.2551,    99982.7582,        1.5787,       51.9351,       -6.2251,       -8.1932,  287.0513,0.208879,  4.2019E-06
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      278.8212,        6.9510,      294.9209,        0.2428,     1344.7470,        0.0583,    63288.9319,        1.8900,       16.1927,        5.8587,       18.4245,  292.2190,0.204745,  7.1705E-06
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      318.9543,        1.8477,      306.1627,        0.1698,     1290.8102,        0.1118,    97441.7197,        2.7596,       23.1625,       -3.8636,       15.5515,  351.1747,0.157580,  4.5884E-06
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      273.3602,        7.6210,      264.3151,        0.2447,     1302.9036,        0.1284,    65131.7777,        2.0802,       13.1776,       -6.2796,      -25.8686,  285.2411,0.210327,  8.7298E-06
       25.0000,       23.5000,      200.0000,        0.0000,       11.0000,       90.0000,        3.0000,     2024.0000,      306.8505,       20.0920,       69.8760,        0.0477,      437.1809,        0.7336,   100731.1677,        4.1308,       32.4439,       13.4447,      -12.1438,  307.6360,0.192411,  2.8590E-05
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      316.9967,        2.0570,      299.4487,        0.1129,     1341.0569,        0.0637,    96986.6322,        2.7167,       23.2170,        1.5841,       -6.1227,  350.4147,0.158188,  4.2691E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      309.2549,        3.7525,      273.6278,        0.2962,     1303.3774,        0.1023,   100192.5774,        2.2962,       25.7642,       -3.3766,      -23.3676,  336.9770,0.168938,  5.4112E-06
       25.0000,       23.5000,      200.0000,        0.0000,       11.0000,       90.0000,        3.0000,     2024.0000,      314.6156,       23.5091,      113.0337,        0.0764,      509.2874,        0.6521,    97160.4942,        4.2435,       29.2564,        5.4841,       36.6489,  315.5485,0.186081,  2.6382E-05
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      309.9134,        2.8051,      327.3836,        0.0703,     1223.9512,        0.1200,    96706.4702,        2.5287,       20.6401,        2.7878,      -10.4613,  336.4946,0.169324,  4.6064E-06
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      312.4606,        0.9136,      299.5824,        0.1231,     1255.0591,        0.1155,    99043.8020,        2.3388,       23.3219,       -5.4707,        4.5783,  347.3050,0.160676,  2.1481E-06
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      290.6296,        4.4086,      217.0846,        0.6762,      784.0236,        0.3416,    99725.3815,        1.8595,       29.9946,        6.2165,       13.1753,  297.4515,0.200559,  6.0898E-06
      -18.0000,       65.0000,       52.0000,        0.0000,       10.0000,      355.0000,       12.0000,     2024.0000,      238.0657,       10.5087,      123.2921,        0.8755,      297.7548,        0.5713,   101124.0639,        1.5049,       78.9870,        3.0220,      -25.6715,  239.9232,0.246581,  8.2884E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      303.8511,        3.3728,      274.1787,        0.3371,     1237.3560,        0.1475,    98119.0324,        2.3430,       22.9953,       -0.3169,       13.1297,  329.8942,0.174605,  4.7229E-06
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      290.8926,        4.7694,      210.0752,        0.7113,      905.7254,        0.3879,   100747.7124,        1.6038,       39.7167,        3.1720,       10.7949,  298.7180,0.199546,  4.8557E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      309.1811,        2.9794,      253.9759,        0.4292,     1221.8855,        0.0363,   101257.8429,        1.8144,       31.5181,       -2.8711,      -10.2939,  340.3049,0.166276,  4.0242E-06
