lon,lat,alt,minute,hour,day,month,year,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta,eta_mc_sigma
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      250.6973,       13.5809,      186.1729,        0.1359,     1300.0921,        0.0534,    76261.9754,        3.0060,       33.4137,      -15.3137,       89.1076,  257.8884,0.232209,  1.0927E-05
      151.2100,      -33.8700,       39.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      257.3631,        5.5231,      127.5585,        0.7088,      929.8987,        0.0555,    98131.6127,        2.7444,       63.3967,       -9.4661,      109.1547,  265.0080,0.226514,  5.1912E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      314.5258,        6.5827,      167.3936,        0.3017,      645.6508,        0.0867,    90188.7002,        3.5095,       23.2313,       -1.3529,      111.1294,  318.8186,0.183465,  9.9796E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      311.5267,       12.0323,      187.9575,        0.4836,     1327.2029,        0.3818,    90700.6086,        1.0650,       12.2691,        5.3137,      -20.7485,  324.9928,0.178526,  1.0238E-05
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      297.5905,       10.1883,      161.2858,        0.1909,     1039.3183,        0.1212,    74635.7511,        3.1932,       42.0623,       22.7754,       -5.5754,  299.0876,0.199250,  1.1372E-05
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      300.0137,        3.4611,      248.3557,        0.2921,     1283.0698,        0.0809,    93719.0178,        0.6231,        5.0964,      -16.0411,       91.6767,  333.2973,0.171882,  3.0277E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      275.4807,        1.4477,      128.9817,        0.5278,      951.0383,        0.1788,    94778.6341,        3.7894,        4.1505,        2.0767,      -99.6439,  292.2897,0.204688,  3.2318E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      316.5778,        5.9239,      219.4398,        0.7751,     1085.7524,        0.0684,    98666.3131,        2.5288,       44.8340,        2.5651,       38.4154,  327.4693,0.176545,  8.3799E-06
      -18.0000,       65.0000,       52.0000,        0.0000,       10.0000,      355.0000,       12.0000,     2024.0000,      259.4791,       10.7134,       22.4186,        0.5151,      619.8660,        0.9129,    98514.1366,        0.6984,       49.4058,      -10.4776,       27.3855,  259.9009,0.230599,  6.4366E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      294.6104,        6.4142,      268.4807,        0.2261,      624.1635,        0.2263,    97411.3452,        4.3044,       23.1062,       13.1671,       -9.0347,  301.7658,0.197107,  1.0748E-05
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      310.9707,        4.1745,      199.1961,        0.5445,      743.9886,        0.5654,    95219.1054,        0.6953,       55.9031,       25.4025,       79.0539,  310.9707,0.189743,  4.2936E-06
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      297.0644,        3.0754,      348.7792,        0.5169,      860.1252,        0.1526,   100343.6585,        2.5105,       50.9427,       26.2492,       90.7874,  297.0644,0.200869,  2.9770E-06
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      262.6745,       11.1083,      313.5738,        0.9216,      343.9180,        0.3691,    93885.7588,        2.5629,       57.5622,        3.9202,       43.7137,  263.0868,0.228051,  1.0644E-05
