lon,lat,alt,minute,hour,day,month,year,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta,eta_mc_sigma
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      283.6577,        3.3072,      146.7489,        0.7933,      508.3603,        0.7414,    86662.6703,        4.1316,       31.4182,       30.8134,      139.7385,  283.6577,0.211594,  4.2752E-06
       25.0000,       23.5000,      200.0000,        0.0000,       11.0000,       90.0000,        3.0000,     2024.0000,      252.1229,       19.6869,       97.2828,        0.7194,     1124.7483,        0.9507,    90208.3989,        0.5821,       64.9409,      -18.5173,       -1.5688,  252.5640,0.236469,  1.1805E-05
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      258.5730,       12.5893,       12.7295,        0.4633,      174.7189,        0.9039,    80211.8832,        1.6333,       55.6540,      -10.3844,     -157.6743,  258.7711,0.231503,  7.4976E-06
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      282.2045,        9.7912,      136.7924,        0.2416,      443.0480,        0.6230,    93949.8234,        0.9532,       12.3667,       -6.9419,      -87.6908,  284.1277,0.211218,  7.6564E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      312.2796,       20.4340,      221.3622,        0.5681,      118.1332,        0.9027,    74128.7681,        4.2110,       47.4042,      -21.5707,     -104.8903,  312.3371,0.188650,  2.4395E-05
      151.2100,      -33.8700,       39.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      268.1609,        1.3460,       45.1116,        0.9728,      973.2531,        0.5062,    96532.2610,        2.0653,       38.7805,       40.5878,      -54.9080,  269.4395,0.222968,  1.8122E-06
      -18.0000,       65.0000,       52.0000,        0.0000,       10.0000,      355.0000,       12.0000,     2024.0000,      280.0282,        0.5733,      204.2338,        0.0742,      296.6779,        0.9683,    68122.4805,        1.2103,       39.7933,      -44.4060,      100.3799,  280.0282,0.214497,  1.2633E-06
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      307.3682,       23.1159,      150.4263,        0.6921,      622.7821,        0.0847,   100822.8206,        3.2952,       38.7934,        6.9115,     -103.5128,  309.8380,0.190650,  2.8344E-05
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      257.0991,       22.4522,      331.6895,        0.5979,      202.6151,        0.7139,   100356.1340,        3.2102,        4.6438,      -36.5829,       11.1776,  257.3154,0.232668,  1.8783E-05
      -18.0000,       65.0000,       52.0000,        0.0000,       10.0000,      355.0000,       12.0000,     2024.0000,      240.1223,       18.2958,      200.7892,        0.6643,     1028.4882,        0.9475,    99645.4030,        0.9376,       85.0229,      -44.3925,     -113.0673,  240.1548,0.246396,  1.0471E-05
