lon,lat,alt,minute,hour,day,month,year,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta,eta_mc_sigma
       25.0000,       23.5000,      200.0000,        0.0000,       11.0000,       90.0000,        3.0000,     2024.0000,      298.7224,       21.4537,       21.8520,        0.1980,      284.5754,        0.6151,    86057.9452,        4.7727,       31.8947,       33.9607,      -40.8899,  299.3247,0.199060,  2.8015E-05
      151.2100,      -33.8700,       39.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      290.0148,        8.0666,      204.8209,        0.7590,      901.7201,        0.4641,    87928.3746,        1.7244,       38.5566,       -3.4635,       78.9384,  292.7829,0.204294,  7.6884E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      279.6646,        1.8818,      221.6300,        0.4872,     1248.5798,        0.1313,    90261.5668,        1.9364,       45.3968,       -9.9270,       56.7111,  303.9744,0.195341,  2.1598E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      293.4674,        1.0757,      352.6242,        0.6437,      868.7106,        0.1295,    96928.3418,        0.5565,       42.3570,        6.6464,       81.7437,  313.0801,0.188056,  1.4326E-06
      -68.0000,      -16.5000,     3600.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      303.9990,       10.8196,      191.2842,        0.4119,     1031.8047,        0.0445,    70673.5434,        1.2332,        1.2643,      -27.9676,      -56.5296,  315.1443,0.186405,  9.1919E-06
      -18.0000,       65.0000,       52.0000,        0.0000,       10.0000,      355.0000,       12.0000,     2024.0000,      247.8679,       15.8733,      251.2039,        0.7148,      333.7926,        0.3107,    86939.8016,        0.9811,       73.2404,       27.0402,       20.5357,  249.5445,0.238884,  6.9833E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      293.9723,        8.3251,       79.4215,        0.8375,      709.6071,        0.1426,    93467.3649,        4.4604,       23.7343,       11.7233,       36.6299,  300.0563,0.198475,  1.0210E-05
       25.0000,       23.5000,      200.0000,        0.0000,       11.0000,       90.0000,        3.0000,     2024.0000,      306.6772,       22.0407,      190.8148,        0.0188,       49.4345,        0.9438,   100752.5749,        4.5049,       46.8424,       15.5464,      -25.8288,  306.6934,0.193165,  2.2857E-05
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      320.5103,        5.3806,      326.1333,        0.3247,      824.0047,        0.2066,    86805.7513,        1.2417,       52.6536,       -7.9485,      -30.5212,  330.3051,0.174276,  4.6843E-06
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      315.9405,        3.9298,      286.1186,        0.8157,      772.5011,        0.7069,    90501.6963,        2.4459,       28.0902,      -19.2293,      -50.6172,  317.9253,0.184180,  6.9567E-06
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      283.3082,        9.3167,       97.8810,        0.7158,      747.3547,        0.6171,   100302.3947,        2.0658,       21.6201,      -21.4889,       11.4481,  286.0454,0.209684,  8.9766E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      284.4110,        5.0498,      333.6407,        0.4696,      784.4327,        0.3550,    89619.1050,        3.0772,       42.9334,       -3.2384,      -17.4054,  292.9048,0.204196,  6.2395E-06
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      321.1548,        5.9544,       67.6946,        0.9425,      936.5029,        0.7509,    87971.7041,        2.5580,        5.7486,      -26.1758,     -101.6737,  324.0195,0.179304,  6.9217E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      305.6053,        1.9117,      158.7092,        0.1823,      809.9985,        0.2473,    95924.4648,        2.2421,       25.1107,       26.6833,      100.1191,  312.2073,0.188754,  3.4044E-06
     -122.0000,       37.5000,       25.0000,        0.0000,       12.0000,      172.0000,        6.0000,     2024.0000,      306.4846,       10.7161,      319.5715,        0.6646,      940.6581,        0.1403,    92870.3321,        3.3989,        6.8242,      -30.9782,      -32.4766,  314.9360,0.186571,  1.0989E-05
