lon,lat,alt,minute,hour,day,month,year,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta,eta_mc_sigma
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      300.1430,        1.3203,      187.4382,        0.9230,     1092.3496,        0.9200,    99095.7371,        0.9495,       11.3464,       -3.1819,       -1.3181,  302.2212,0.196743,  1.9295E-06
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      319.2667,        1.6904,      305.8076,        0.2273,     1257.0739,        0.0290,    97517.6810,        2.5407,       21.1696,       -5.1181,       10.4221,  354.7430,0.154726,  3.9574E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      300.0375,        4.4104,      163.9556,        0.4349,     1139.3957,        0.1715,    99752.8130,        2.9510,       24.0161,        2.1041,       -9.4731,  317.7868,0.184291,  7.1774E-06
      -18.0000,       65.0000,       52.0000,        0.0000,       10.0000,      355.0000,       12.0000,     2024.0000,      236.8519,       13.7544,      124.5121,        0.7540,      113.5366,        0.6614,   100370.6602,        1.4954,       77.5995,       -4.9417,       20.7290,  237.1580,0.248794,  9.4480E-06
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      282.2660,        6.0465,      233.5268,        0.6234,      725.9979,        0.3377,   100912.5605,        1.2464,       29.5717,        3.2538,      -22.6352,  290.4972,0.206122,  4.4864E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      309.5772,        2.7647,      187.2588,        0.4582,     1168.3324,        0.1439,    98884.1338,        3.0808,       17.6825,        1.6498,        9.4866,  330.2672,0.174306,  4.8246E-06
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      281.9231,        4.9101,      197.2951,        0.7717,      717.1412,        0.3873,    98588.6786,        1.3803,       33.8833,       -4.9270,      -13.2223,  289.7818,0.206695,  5.7357E-06
     -112.0700,       33.4500,      331.0000,        0.0000,       13.0000,      200.0000,        7.0000,     2024.0000,      320.7808,        3.5595,      338.8019,        0.1675,     1207.0059,        0.0933,    96839.3876,        2.5118,       27.1191,       -5.8082,      -37.0570,  343.5228,0.163702,  6.2760E-06
       25.0000,       23.5000,      200.0000,        0.0000,       11.0000,       90.0000,        3.0000,     2024.0000,      314.2713,       20.1740,       69.4572,        0.0316,      554.2688,        0.6737,   100974.5634,        4.2112,       29.8477,        9.1917,       13.3116,  315.4508,0.186159,  2.5709E-05
       25.0000,       23.5000,      200.0000,        0.0000,       11.0000,       90.0000,        3.0000,     2024.0000,      309.6161,       21.0401,       93.4102,        0.0483,      431.8558,        0.6218,    99110.7838,        4.0011,       31.0734,        8.5564,       -3.2116,  310.6788,0.189977,  2.2187E-05
       -0.1300,       51.5100,       11.0000,        0.0000,        9.0000,       80.0000,        3.0000,     2024.0000,      286.8039,        5.8252,      218.7338,        0.6221,      707.3148,        0.4364,    99832.4059,        1.5971,       38.3754,        5.3737,      -19.7292,  293.7837,0.203493,  6.0458E-06
      103.8200,        1.3500,       15.0000,       30.0000,       14.0000,      120.0000,        4.0000,     2024.0000,      307.9341,        3.3097,      169.8211,        0.8789,      988.7005,        0.9665,    99162.0365,        1.3137,       14.3379,       -6.0944,        0.0280,  308.5707,0.191663,  3.2804E-06
       55.3000,       25.2000,        5.0000,        0.0000,       10.0000,      280.0000,       10.0000,     2024.0000,      306.8219,        3.3404,      191.8600,        0.5457,     1098.4573,        0.0553,    98164.5665,        3.1651,       26.5741,        5.0501,       -3.3779,  328.4675,0.175746,  4.5640E-06
